cards,sum
DA1 DA1 SQ10,12
CC2 HH6 HH4,12
SS5 CC4 HH3,12
CC3 CC7 DD2,12
CC6 SS4 DD2,12
CC4 HA1 HH7,12
HH8 DD2 SS2,12
HA1 CJ10 HA1,12
DD4 HH2 CC6,12
CC6 HH4 DD2,12
DD7 CA1 SS4,12
CC3 CC7 CC2,12
DD5 DD5 CC2,12
SS8 CC2 CC2,12
DD2 DA1 DD9,12
CC4 CC7 SA1,12
SS7 DA1 HH4,12
DA1 DD5 CC6,12
SS3 HA1 SS8,12
SS2 CC2 SS8,12
HA1 DD3 HH8,12
SS4 SS6 DD2,12
HH3 CC6 SS3,12
SS9 SA1 CC2,12
SS2 HH2 DD8,12
CC9 DD2 SA1,12
HA1 DD5 DD6,12
HH3 SS5 HH4,12
DA1 SA1 SS10,12
CC5 CC6 CA1,12
SS5 CC3 CC4,12
SS2 HH9 CA1,12
SS2 SS8 DD2,12
SJ10 HA1 DA1,12
SS3 SS2 CC7,12
HH2 HH4 SS6,12
DD7 SA1 HH4,12
CC4 CC5 HH3,12
CC3 HH8 SA1,12
SS4 DA1 DD7,12
HA1 SA1 DD10,12
CA1 HH8 HH3,12
DA1 DD2 DD9,12
CC6 HH3 DD3,12
SS3 DD8 SA1,12
SS8 SS3 CA1,12
CC4 SA1 DD7,12
SS2 SS8 CC2,12
HH6 HA1 CC5,12
HA1 DD6 HH5,12
CC7 SS3 CC2,12
CA1 HH10 HA1,12
CC2 CC3 SS7,12
HH5 HH3 SS4,12
HA1 DD5 HH6,12
SS9 SS2 CA1,12
SS3 DD2 HH8,13
DD7 SA1 SS5,13
SS8 SS3 HH2,13
SS3 DD6 DD4,13
CA1 DD10 SS2,13
CC7 DD2 HH4,13
CA1 SS3 DD9,13
DD5 DD6 SS2,13
CC5 DD6 CC2,13
CC2 CC8 DD3,13
CC10 DD2 HA1,13
CA1 DD2 HK10,13
SS2 DD3 SS8,13
CA1 DD6 SS6,13
SS7 CC2 HH4,13
DD7 SS5 SA1,13
DD9 DD3 DA1,13
HH4 DD8 CA1,13
DD9 CC2 SS2,13
DA1 CC7 HH5,13
CC3 SS9 DA1,13
CA1 CC8 HH4,13
HH7 DD5 HA1,13
CC2 CQ10 HA1,13
CA1 DD2 SQ10,13
SS5 SS4 HH4,13
HA1 HH7 CC5,13
DD4 DD2 DD7,13
SQ10 DA1 DD2,13
SA1 CC2 CJ10,13
SS2 DD4 CC7,13
DD8 SS4 HA1,13
CA1 SS9 HH3,13
CC7 CC5 SA1,13
SS6 CC2 SS5,13
HK10 CA1 DD2,13
CC6 DA1 SS6,13
DD6 HH2 SS5,13
HH2 CA1 HK10,13
CC2 DD9 SS2,13
CC7 SS4 SS2,13
SA1 CK10 DD2,13
HH5 DD3 SS5,13
SS2 HH6 HH5,13
HH7 HA1 SS5,13
HH2 SQ10 SA1,13
SA1 SS2 DJ10,13
SS2 SA1 DQ10,13
SS2 HA1 CJ10,13
DD4 HA1 CC8,13
SS3 HH6 HH4,13
DD3 DA1 DD9,13
HH8 CC4 SA1,13
SS6 CA1 DD6,13
CC2 DD5 SS6,13
SS8 CC2 DD3,13
HH3 DA1 CC9,13
HH3 SS4 CC6,13
SS2 HH9 SS2,13
DD4 DD6 SS3,13
HH3 DA1 CC9,13
DD2 DA1 HQ10,13
SS9 CC3 DA1,13
SS2 SA1 DJ10,13
SS3 DD2 HH8,13
DA1 CJ10 DD2,13
CC3 SS4 SS6,13
HH2 SS10 SA1,13
SS2 HA1 SS10,13
HH6 CC3 CC4,13
CC7 CC5 CA1,13
CC6 HH3 CC4,13
DD3 HH4 DD6,13
SS3 SS9 HA1,13
HH3 SS3 CC7,13
DD6 DA1 DD6,13
CC10 HA1 SS2,13
CC4 CC4 SS5,13
DD3 SS5 HH5,13
CC9 DD3 SA1,13
DD5 HH2 HH6,13
DD2 HA1 CJ10,13
SS3 DD6 DD4,13
HH3 DD8 DD2,13
SS7 CC4 HH2,13
HA1 DD2 CC10,13
CC2 SA1 CJ10,13
CC8 SS3 SS2,13
SA1 HH8 SS4,13
DD2 CC9 SS2,13
HA1 HH7 SS5,13
CC4 CC7 SS2,13
DD6 CC3 DD4,13
CC7 DD2 HH4,13
DD6 CC3 HH4,13
DD2 HH9 SS2,13
SS3 DD4 SS6,13
DD6 HH3 HH4,13
SS2 HH5 CC6,13
HH2 HQ10 SA1,13
CA1 CQ10 HH2,13
DD4 DD5 DD4,13
CC2 CA1 DJ10,13
DD2 HQ10 SA1,13
HH6 CA1 HH6,13
HH2 HJ10 SA1,13
DD7 HA1 CC5,13
DD7 DD4 HH2,13
SS4 SS2 CC7,13
CC5 DD6 SS2,13
SS2 HH10 DA1,13
HA1 CC6 HH6,13
SS8 DD3 DD2,13
DA1 HH3 CC9,13
CC5 SS3 SS5,13
SA1 SS8 CC4,13
HH2 HH2 SS9,13
SS6 SS4 HH3,13
CA1 DD3 HH9,13
DD5 HH6 DD2,13
HA1 SS5 DD7,13
CC4 HH2 SS7,13
HA1 CC3 CC9,13
HH6 HH4 HH3,13
SA1 HH7 HH5,13
CC5 HH6 DD2,13
HA1 CC9 DD3,13
DD2 CC4 SS7,13
CC6 DD6 DA1,13
HH3 HH9 DA1,13
CJ10 DA1 SS2,13
CJ10 SA1 SS2,13
DA1 SS4 HH8,13
SS2 CK10 DA1,13
DD5 HH5 CC3,13
CC6 CC6 HA1,13
SS8 CA1 SS4,13
CC2 SA1 CJ10,13
SS3 DD6 HH4,13
HJ10 CA1 DD2,13
CC6 HH6 SA1,13
SA1 SS2 DQ10,13
CC6 HH3 SS4,13
CC2 SS9 DD2,13
DD6 DD6 SA1,13
SA1 HH4 HH8,13
HH10 CA1 HH2,13
SS2 DJ10 DA1,13
DD2 CC6 CC5,13
SS5 DA1 SS7,13
SA1 SS5 CC7,13
SS4 CC3 DD6,13
SS2 HA1 SQ10,13
HH2 CA1 HH10,13
SA1 CK10 DD2,13
CC6 CC3 CC4,13
DA1 SS10 HH2,13
SS8 SS4 CA1,13
HH7 HA1 CC5,13
DD3 SS9 HA1,13
HH3 DD2 SS8,13
SS7 DD5 HA1,13
HH2 CC10 DA1,13
HH3 SS9 CA1,13
CC7 DA1 HH5,13
HK10 DA1 HH2,13
SS2 SK10 CA1,13
HH2 CC5 DD6,13
CJ10 CC2 CA1,13
DD4 SS6 DD3,13
SA1 SJ10 SS2,13
CC2 SS6 HH5,13
HH2 CC6 CC5,13
CC6 CC3 SS4,13
SS5 SS2 DD6,13
SS3 SA1 DD9,13
HH3 HH6 DD4,13
CA1 HK10 CC2,13
SS3 DD6 SS4,13
DA1 SS2 CC10,13
SA1 DD2 SJ10,13
DD6 CC6 CA1,13
SS2 DD4 CC7,13
CC4 HH2 CC7,13
SA1 CC7 SS5,13
HH6 SS3 DD4,13
CC2 CQ10 DA1,13
DD6 DA1 HH6,13
DD2 CK10 DA1,13
DD10 CC2 HA1,13
DD5 SS3 SS5,13
SS9 SA1 CC3,13
SS2 DD10 HA1,13
HH2 HH8 DD3,13
HQ10 CC2 HA1,13
DD7 CC2 DD4,13
HH2 DD3 SS8,13
DD5 CC7 HA1,13
DD3 DD2 HH8,13
HH5 DD5 SS3,13
HH6 CC2 CC5,13
DA1 HH2 HQ10,13
CC3 CC2 HH8,13
HH3 SS9 HA1,13
CC4 CC7 CC2,13
CC3 CC8 HH2,13
HH8 HH4 DA1,13
SK10 CC2 CA1,13
DD5 SS5 HH3,13
DD3 SS9 HA1,13
HH6 SS3 SS4,13
HH4 CC7 SS2,13
HH4 CC2 CC7,13
HH3 CC4 DD6,13
SS2 SA1 HJ10,13
SS4 SS8 CA1,13
SS7 CA1 SS5,13
HH8 SS2 SS3,13
SS8 HH2 DD3,13
CC7 DD3 SS3,13
CA1 DD10 HH2,13
DD8 HA1 HH4,13
SS2 DD6 HH5,13
HQ10 CA1 HH2,13
SS3 SS8 CC2,13
CC5 DD5 SS3,13
DD6 DA1 SS6,13
HK10 SS2 HA1,13
CA1 DD2 HQ10,13
SS4 CC2 DD7,13
SS7 SS4 DD2,13
SQ10 DA1 DD2,13
DD4 DD6 SS3,13
CC4 SS8 SA1,13
CC5 HH7 CA1,13
SS5 SS5 DD3,13
SS5 HH7 SA1,13
CA1 HK10 SS2,13
HA1 DD2 DK10,13
CJ10 SS2 SA1,13
DD2 SS5 CC6,13
HH4 SS4 DD5,13
CC2 SK10 DA1,13
HA1 DD2 SS10,13
HH3 CC3 HH7,13
DD2 CQ10 HA1,13
CC2 HA1 CQ10,13
HH2 DD10 CA1,13
CC3 HA1 DD9,13
SS7 CA1 CC5,13
HH2 CA1 SS10,13
HA1 DQ10 CC2,13
DD8 HH3 CC2,13
DK10 DA1 SS2,13
HA1 CQ10 CC2,13
CC6 CC4 HH3,13
SS3 CC4 HH6,13
DD2 HA1 SJ10,13
DD5 DD5 SS3,13
SS8 CC4 HA1,13
CC5 CA1 DD7,13
CC9 DD3 CA1,13
HH9 DD2 HH2,13
CC2 CK10 HA1,13
HH2 CC2 HH9,13
DD4 SS6 SS3,13
SS5 HA1 DD7,13
HH2 DA1 DK10,13
SS2 HH3 CC8,13
SA1 SS7 CC5,13
CC2 CA1 HQ10,13
DD4 HH5 DD4,13
HA1 HH5 CC7,13
CC4 HH5 DD4,13
HH4 DD5 SS4,13
HH8 HH2 SS3,13
CC3 DD7 HH3,13
SA1 HH2 HK10,13
SS5 SS5 HH3,13
DD3 SS4 HH6,13
DD6 CA1 DD6,13
SS4 CC6 SS3,13
CC2 SS3 HH8,13
CC5 HA1 SS7,13
CC5 HH3 HH5,13
DD2 SK10 HA1,13
CC2 HH9 CC2,13
HJ10 SA1 SS2,13
CJ10 DA1 HH2,13
CC6 SA1 CC6,13
SS3 CC8 DD2,13
CC6 HH6 HA1,13
CC8 HH3 DD2,13
SS2 CA1 CK10,13
HH6 SS5 SS2,13
SS3 HH5 SS5,13
DD6 CC6 CA1,13
SK10 CA1 CC2,13
CC7 DA1 CC5,13
CC5 CA1 CC7,13
HH4 DD8 SA1,13
DD3 HH9 DA1,13
HH5 SS6 CC2,13
DA1 CJ10 SS2,13
DD2 SS10 DA1,13
SA1 DD5 CC7,13
CA1 DD10 HH2,13
CA1 SJ10 SS2,13
HA1 DD10 SS2,13
DD2 DJ10 HA1,13
DD4 CA1 SS8,13
CC2 HH8 DD3,13
HJ10 DD2 CA1,13
CC9 DD3 DA1,13
CC2 SS2 DD9,13
SS5 CC5 SS3,13
DD2 SS4 HH7,13
SS5 DD2 DD6,13
DD7 DD5 HA1,13
HH7 CA1 SS5,13
DD2 DA1 DD10,13
CC2 CC3 HH8,13
DD4 SS3 DD6,13
SS7 CC5 SA1,13
DD2 HA1 CK10,13
HH2 SS5 SS6,13
CA1 HH2 DD10,13
HA1 HH2 HJ10,13
DD8 SA1 SS4,13
HH3 SS7 SS3,13
SA1 SQ10 CC2,13
DA1 SS8 HH4,13
HH10 CA1 DD2,13
DD2 HH4 SS7,13
CC4 DD8 HA1,13
SS6 HH6 CA1,13
HH3 CC3 SS7,13
CJ10 CA1 DD2,13
SS5 CA1 HH7,13
SS2 HH9 SS2,13
DD5 CC4 SS4,13
SA1 CK10 CC2,13
DA1 HH6 HH6,13
CC8 DD3 CC2,13
HH2 DD3 HH8,13
DD8 SA1 DD4,13
SK10 CC2 SA1,13
CA1 SS9 HH3,13
DD2 SK10 SA1,13
HH5 HH6 HH2,13
SS3 HH6 SS4,13
CC3 HA1 CC9,13
SS5 DD4 CC4,13
HA1 HH2 SK10,13
DA1 SS6 SS6,13
DD3 CC5 SS5,13
SS2 CC2 SS9,13
SS9 CA1 CC3,13
DA1 HQ10 CC2,13
HH10 SA1 DD2,13
DD3 HA1 SS9,13
HH6 DD2 CC5,13
DD2 HA1 HJ10,13
HA1 SS2 HH10,13
DD2 SQ10 SA1,13
SS6 DA1 SS6,13
HA1 CC3 HH9,13
SS6 CC4 DD3,13
HH2 SJ10 SA1,13
DD4 HA1 CC8,13
SA1 HH10 SS2,13
HA1 HH6 HH6,13
CC10 DA1 DD2,13
CA1 HJ10 CC2,13
CC7 HH4 SS2,13
SS4 DD8 HA1,13
SS6 SS2 HH5,13
SS3 SS7 DD3,13
DD2 CA1 DD10,13
CC3 SS5 HH5,13
DD2 CC9 CC3,14
SS3 CC7 SS4,14
HA1 CC3 CC10,14
CC3 HH6 DD5,14
HH4 SA1 HH9,14
CC6 SS7 SA1,14
SS9 HH2 CC3,14
HH2 HH6 HH6,14
SS3 HH6 CC5,14
CA1 DD5 DD8,14
CA1 CC6 HH7,14
SS2 DQ10 HH2,14
HQ10 DD2 CC2,14
DD5 SS2 HH7,14
SQ10 CA1 SS3,14
CA1 HJ10 SS3,14
DD7 SS4 HH3,14
HH4 CC4 CC6,14
DD5 HH7 CC2,14
SS8 SA1 SS5,14
SS5 HH5 CC4,14
DD2 SS9 DD3,14
HJ10 CA1 CC3,14
CC5 CC6 CC3,14
CA1 HH10 CC3,14
CC2 CC4 HH8,14
SS3 DA1 DQ10,14
DD3 CQ10 DA1,14
HK10 DD3 SA1,14
DD2 SS6 CC6,14
DD4 HH9 DA1,14
SA1 SJ10 HH3,14
CC9 DD3 DD2,14
DQ10 SS2 HH2,14
CC7 DD3 HH4,14
CC3 CC2 DD9,14
DD7 HH5 HH2,14
SS5 HH5 DD4,14
SS2 CQ10 HH2,14
HA1 SS4 DD9,14
HH2 DD2 DD10,14
HH4 HH6 HH4,14
HA1 SS3 DD10,14
SS2 SS2 HH10,14
SS7 CC4 HH3,14
HH3 DJ10 CA1,14
DD8 CA1 HH5,14
SS5 CC2 SS7,14
SS3 CC3 CC8,14
DD5 SS4 DD5,14
SQ10 HH3 HA1,14
SS3 DD6 CC5,14
HH3 CA1 CC10,14
HH8 CC4 HH2,14
DD4 CC2 CC8,14
CC3 HH3 SS8,14
DD7 HH2 HH5,14
SS8 HH5 HA1,14
CC7 CC4 SS3,14
HH2 DD6 DD6,14
HH3 CC8 DD3,14
CC3 HH8 SS3,14
CC9 HA1 HH4,14
HH10 HH2 DD2,14
HQ10 DD2 CC2,14
HH6 SS5 SS3,14
SQ10 SS2 SS2,14
HH6 CC6 CC2,14
CC2 CC8 HH4,14
DQ10 SS3 SA1,14
CC3 CA1 CK10,14
CC4 DD5 HH5,14
CC9 DA1 HH4,14
SS4 CC7 DD3,14
HH4 DD5 HH5,14
SS2 DD5 SS7,14
CC10 HH2 SS2,14
DD7 SS4 HH3,14
HK10 CA1 DD3,14
DD3 SJ10 HA1,14
DD4 CC8 SS2,14
CC4 HH6 SS4,14
HH8 CC2 CC4,14
CJ10 HH2 DD2,14
SS2 HH2 DD10,14
CC8 DD3 CC3,14
SS4 CC2 DD8,14
SA1 CC7 HH6,14
HA1 CK10 HH3,14
DD5 DD8 DA1,14
SJ10 SS3 HA1,14
SA1 HH4 SS9,14
SS7 CC5 CC2,14
HH7 DA1 HH6,14
DD3 CA1 HK10,14
SK10 DD3 DA1,14
CC3 CQ10 CA1,14
SQ10 HA1 HH3,14
SA1 DK10 CC3,14
CC2 HH5 HH7,14
DD9 HH3 SS2,14
DD9 SA1 SS4,14
CC2 HJ10 SS2,14
SS6 HH2 SS6,14
HH8 HH3 HH3,14
HH4 SS2 DD8,14
SS5 DA1 SS8,14
DD5 CC7 DD2,14
SS2 DD2 DQ10,14
HH2 CQ10 SS2,14
DD2 CC8 DD4,14
CA1 CC6 CC7,14
CC3 SA1 SK10,14
DA1 SS3 SJ10,14
SS6 DD7 SA1,14
DA1 CC9 HH4,14
DD4 HH2 HH8,14
HQ10 SS2 SS2,14
DD7 SS5 HH2,14
SS2 HH2 HJ10,14
HK10 DD3 SA1,14
DD2 CK10 CC2,14
HH4 CC8 CC2,14
HH4 HH6 SS4,14
HH5 DD8 CA1,14
SS3 SQ10 SA1,14
HH2 HH2 SJ10,14
DD9 CC3 CC2,14
HH2 HH10 DD2,14
CC2 SS4 CC8,14
SS2 DD8 SS4,14
HH3 SA1 DQ10,14
CA1 HJ10 SS3,14
SA1 DQ10 SS3,14
DD6 DD5 CC3,14
DD4 HH3 SS7,14
SA1 HH3 CQ10,14
SK10 CC2 SS2,14
CC5 SS7 CC2,14
SS7 DD4 CC3,14
HH8 DD4 CC2,14
DD5 CC7 DD2,14
SS10 HA1 HH3,14
HH4 SS8 HH2,14
DD3 SS4 HH7,14
CC2 SS4 CC8,14
DD3 HH6 HH5,14
SS2 DD2 SJ10,14
CC3 DD4 HH7,14
HH3 DD10 CA1,14
DJ10 DD3 DA1,14
CJ10 SS3 DA1,14
SS9 HH3 HH2,14
HH2 DD3 CC9,14
SS2 SS5 HH7,14
DD2 HH6 HH6,14
DD4 SA1 SS9,14
CA1 HH7 CC6,14
CC4 DD8 SS2,14
SA1 HH3 HJ10,14
CC3 CA1 DQ10,14
HK10 SS3 SA1,14
SS2 DD9 HH3,14
DD3 CC4 CC7,14
HA1 HH3 HQ10,14
SS4 SS8 CC2,14
SS3 CC2 CC9,14
DD5 HH7 DD2,14
SS2 HH6 SS6,14
DD2 SS3 CC9,14
HH5 DD5 HH4,14
SQ10 CC2 CC2,14
HH2 SS8 SS4,14
CC8 DD5 DA1,14
DD5 CA1 SS8,14
CC5 DD4 CC5,14
SS2 SS9 SS3,14
SS6 HH4 HH4,14
SS7 HH5 DD2,14
CA1 CJ10 CC3,14
CC4 SS9 SA1,14
SA1 HJ10 DD3,14
HH3 SS6 DD5,14
DD8 DA1 DD5,14
HA1 CC8 DD5,14
HH2 CC5 DD7,14
DD2 DD6 SS6,14
DD7 CA1 DD6,14
DA1 DD7 CC6,14
SS2 SQ10 HH2,14
DD4 SS3 SS7,14
CC8 SS3 SS3,14
DD3 SK10 CA1,14
SS5 CC3 SS6,14
DD5 DD7 DD2,14
DD3 DD3 DD8,14
HH4 SS2 DD8,14
HH4 HH4 SS6,14
SS7 DD6 DA1,14
CK10 DD3 HA1,14
HH7 SS4 SS3,14
HH4 CC6 DD4,14
SS7 DD4 CC3,14
HH2 SS2 SS10,14
CC3 DQ10 SA1,14
HH3 HH4 DD7,14
SS2 HH3 CC9,14
SS10 CC3 DA1,14
CC3 HJ10 DA1,14
HH6 HH2 DD6,14
SA1 SS6 HH7,14
DA1 DD7 SS6,14
SS6 SS5 HH3,14
CC5 DD6 DD3,14
DD5 DD3 HH6,14
DJ10 SS3 HA1,14
SA1 HH10 SS3,14
HH3 CA1 SJ10,14
DD7 SS5 CC2,14
DD3 SS3 HH8,14
CC3 DA1 HQ10,14
SA1 SS3 SQ10,14
CK10 SA1 SS3,14
CC2 SS3 SS9,14
DD3 CA1 HJ10,14
DD4 HH9 DA1,14
HA1 HH3 CQ10,14
SS10 SS2 SS2,14
SS5 DD4 HH5,14
SS4 HH9 CA1,14
SS3 HA1 CJ10,14
SS6 HA1 DD7,14
DD3 DD6 DD5,14
CC3 DD4 DD7,14
SS4 DA1 SS9,14
DD2 DD6 SS6,14
DD3 DD5 DD6,14
SJ10 CC3 SA1,14
HH4 HA1 SS9,14
SS9 DD3 CC2,14
HJ10 CC2 CC2,14
HA1 HK10 SS3,14
HH3 DD8 CC3,14
DD4 SS8 DD2,14
DD6 HA1 DD7,14
SS4 HA1 DD9,14
DD3 CC8 DD3,14
HH2 HH2 SQ10,14
HK10 SS3 DA1,14
CC4 CC3 HH7,14
CC6 SS7 SA1,14
HA1 HH7 SS6,14
DD7 SA1 HH6,14
HH6 CC7 DA1,14
DA1 HH9 CC4,14
CC4 SS3 DD7,14
DD7 DD4 DD3,14
CA1 CC3 DQ10,14
HQ10 SS3 DA1,14
HH9 CA1 HH4,14
CC3 SS5 HH6,14
HH4 DD5 HH5,14
SS8 CC2 SS4,14
DD5 SS4 DD5,14
HH2 CC3 HH9,14
DD3 DD4 SS7,14
CC3 DD7 HH4,14
HH9 SA1 SS4,14
CC5 DD6 DD3,14
HJ10 CA1 HH3,14
HH7 SS3 HH4,14
CC3 SA1 HK10,14
DA1 DD5 DD8,14
CC3 CA1 CK10,14
CC2 HH2 CC10,14
SS7 SA1 DD6,14
DD7 SS5 CC2,14
DD5 HH5 CC4,14
HQ10 CC3 HA1,14
DD3 SS2 SS9,14
HH2 DJ10 HH2,14
CC3 SS7 DD4,14
HA1 HQ10 DD3,14
HH2 CK10 CC2,14
HH5 CC3 DD6,14
HH6 HH3 HH5,14
SS8 DA1 HH5,14
DD7 HH4 CC3,14
CC3 DD7 CC4,14
CC10 DD2 SS2,14
CC3 DK10 HA1,14
DD2 CC6 CC6,14
DJ10 HH2 CC2,14
CC7 DD6 CA1,14
HH5 CA1 DD8,14
SA1 CJ10 SS3,14
HH4 HH3 CC7,14
HH3 SS5 DD6,14
HJ10 DD2 CC2,14
CC6 DD7 SA1,14
HA1 DQ10 DD3,14
DD2 DD8 HH4,14
DD3 DD6 SS5,14
SS7 CA1 CC6,14
DD3 DQ10 CA1,14
SS8 CC2 SS4,14
CC2 SS2 HJ10,14
SK10 DA1 DD3,14
CC3 SK10 DA1,14
DD2 CC6 CC6,14
SS3 CQ10 CA1,14
CC3 HH10 HA1,14
DD2 SS8 SS4,14
DD2 CJ10 CC2,14
HA1 CC3 SQ10,14
HH2 CC10 SS2,14
CK10 HA1 DD3,14
SS10 CC3 DA1,14
DD2 DD2 CJ10,14
CC2 SS2 DD10,14
HH6 DD7 CA1,14
DD10 DD2 SS2,14
CC5 SS5 CC4,14
HH10 DD3 SA1,14
SA1 DJ10 SS3,14
CC2 SS7 SS5,14
CJ10 HH3 DA1,14
HH6 DD6 CC2,14
SS3 HH8 CC3,14
SS3 SA1 CQ10,14
SS2 DD2 DD10,14
SS3 DD4 SS7,14
DD3 CK10 HA1,14
DD7 DD6 SA1,14
CC3 SA1 DJ10,14
HH4 CC7 DD3,14
SS8 CC3 CC3,14
HA1 CC4 DD9,14
DD4 HH4 CC6,14
SS10 DD3 CA1,14
SS5 DA1 DD8,14
DK10 HH2 CC2,14
DQ10 DD2 HH2,14
CJ10 SA1 CC3,14
DD2 SS3 CC9,14
SS2 DD2 HQ10,14
CA1 SS8 HH5,14
HJ10 HH2 DD2,14
CC5 CC2 HH7,14
SA1 DD4 SS9,14
SS4 SS3 SS7,14
HH3 HH9 CC2,14
CC10 SS2 CC2,14
SS3 HA1 CC10,14
CA1 HQ10 DD3,14
DD3 DD3 DD8,14
DA1 DD5 DD8,14
CC10 CA1 SS3,14
HH2 HH6 HH6,14
HH7 SS6 CA1,14
DA1 HH7 HH6,14
CC2 SK10 CC2,14
HH3 SS5 HH6,14
CC2 CC6 CC6,14
SS2 SS8 DD4,14
CC3 DQ10 HA1,14
HH9 SA1 CC4,14
CC2 HJ10 SS2,14
SS8 SS2 CC4,14
SS8 SS5 CA1,14
DA1 HK10 DD3,14
HA1 SJ10 DD3,14
CA1 DK10 HH3,14
SS7 CA1 CC6,14
SA1 SS10 CC3,14
DJ10 DA1 CC3,14
DD2 SJ10 SS2,14
DK10 HA1 HH3,14
DA1 CC4 SS9,14
HH7 DD4 HH3,14
DD2 CC9 HH3,14
CC10 DD2 DD2,14
CC5 HA1 SS8,14
DD3 HA1 DK10,14
HA1 HH8 HH5,14
SS3 HA1 DQ10,14
CC5 HH8 HA1,14
SS8 DA1 SS5,14
SS2 DD7 HH5,14
SS3 HH6 HH5,14
DA1 DD3 HQ10,14
SS6 HH2 DD6,14
DD10 SS2 DD2,14
CC2 CC6 DD6,14
SS6 SS7 DA1,14
SJ10 CC2 CC2,14
HK10 DA1 HH3,14
CC2 DD10 SS2,14
SS5 HH7 SS2,14
HA1 SS4 CC9,14
CA1 CC3 DJ10,14
CA1 SS7 HH6,14
DD3 SS4 DD7,14
SS3 CJ10 CA1,14
DD4 SA1 SS10,15
CC7 CC2 HH6,15
DA1 HH7 DD7,15
DD4 HH4 DD7,15
DD2 HH10 CC3,15
SS3 CJ10 DD2,15
SS3 CC8 HH4,15
CC4 CC6 CC5,15
SS2 HH3 DQ10,15
CC4 DD3 DD8,15
SS5 CA1 DD9,15
SS2 HK10 CC3,15
CC7 HH2 CC6,15
CC8 CC3 SS4,15
HH4 SK10 DA1,15
CC2 HH3 SJ10,15
HH3 SJ10 SS2,15
SS3 SS7 CC5,15
CC5 SS2 DD8,15
HH4 HA1 CC10,15
CJ10 HA1 CC4,15
HH3 CJ10 CC2,15
SS4 CC2 CC9,15
HH8 SS3 DD4,15
DD4 CJ10 DA1,15
HH6 CC6 DD3,15
CC6 SS8 HA1,15
SJ10 SS3 CC2,15
CC5 CC9 CA1,15
CC6 SS3 HH6,15
CC4 HH9 CC2,15
HH5 HH2 HH8,15
DD6 DD6 CC3,15
DD5 HA1 DD9,15
SK10 CA1 DD4,15
CC7 DD4 DD4,15
DA1 DD10 CC4,15
DD8 HH4 SS3,15
CC5 SS9 SA1,15
SS6 CA1 CC8,15
DD4 SS7 DD4,15
SS6 CA1 HH8,15
HH9 HH2 CC4,15
HK10 DD3 HH2,15
CC5 DD8 DD2,15
SS3 SQ10 HH2,15
SS7 CC4 DD4,15
CC5 CC2 HH8,15
SS4 SS4 HH7,15
SS2 HH6 CC7,15
SJ10 HA1 HH4,15
CC2 SQ10 HH3,15
HH10 DD4 HA1,15
CC6 DD7 SS2,15
CC5 CA1 DD9,15
HJ10 SS2 SS3,15
DD5 HH5 CC5,15
CC10 SS3 SS2,15
CC7 SS2 HH6,15
DA1 DJ10 HH4,15
HH2 DD7 HH6,15
HH8 CA1 HH6,15
CJ10 HH4 CA1,15
SJ10 SS4 CA1,15
CC5 CC8 DD2,15
HH5 CC7 SS3,15
CQ10 DD2 SS3,15
CC2 SS3 DQ10,15
CC10 DD3 SS2,15
CC5 DD6 HH4,15
CJ10 DD2 SS3,15
HH7 DD2 CC6,15
SS2 CJ10 DD3,15
HH7 SS2 CC6,15
DD4 HH8 CC3,15
CC4 SS9 CC2,15
SS5 CC5 HH5,15
DD6 HH4 CC5,15
DA1 DD4 SK10,15
CC8 HH3 DD4,15
DA1 SS4 DD10,15
HH7 CC7 CA1,15
HH2 CC8 DD5,15
DD9 SS3 HH3,15
HH6 SS4 CC5,15
HH2 HH3 SJ10,15
SS8 CC5 DD2,15
HH8 DD3 CC4,15
HH2 DQ10 HH3,15
DD3 SK10 CC2,15
SS7 HA1 SS7,15
DD2 SS10 CC3,15
HJ10 SA1 CC4,15
SS2 CC7 DD6,15
CC9 SS5 DA1,15
HJ10 CC2 DD3,15
CC5 HH7 HH3,15
HH6 DD8 CA1,15
SS2 CC6 SS7,15
DA1 CJ10 CC4,15
DD3 CC2 CQ10,15
DD3 SQ10 SS2,15
DD9 HH3 CC3,15
SS6 HH2 CC7,15
HA1 CJ10 HH4,15
CJ10 HH2 SS3,15
SS6 HH8 SA1,15
CK10 HH2 DD3,15
DD2 CQ10 HH3,15
CC4 SS3 DD8,15
SS4 SA1 SK10,15
DD9 DD5 CA1,15
CC2 HH3 DK10,15
SS2 SS7 HH6,15
SQ10 SS4 HA1,15
SS10 DD3 HH2,15
SK10 HH2 HH3,15
DD4 HH4 HH7,15
DA1 HJ10 CC4,15
CC2 CC7 DD6,15
HH4 DD2 DD9,15
HJ10 SS4 CA1,15
CC5 HH6 HH4,15
DD3 DD3 HH9,15
DA1 CC4 SS10,15
HH2 CC6 SS7,15
SS3 DK10 DD2,15
CC6 HH4 CC5,15
DA1 HH9 DD5,15
CC4 HH4 SS7,15
SS7 DD3 HH5,15
HH4 CC5 HH6,15
CA1 DD8 DD6,15
SS8 SS3 CC4,15
CA1 SS5 HH9,15
CC3 SS2 CC10,15
CA1 CC4 SQ10,15
HH5 CC6 SS4,15
CC2 SS5 SS8,15
HH5 HH5 SS5,15
CC3 HH2 CQ10,15
CC2 HJ10 CC3,15
DD6 SS8 CA1,15
SS2 CC3 HJ10,15
CC8 HH4 HH3,15
DD8 SS2 CC5,15
